row_id,date,country,store,product,num_sold
52560,2020-01-01,Belgium,KaggleMart,Kaggle Advanced Techniques,501
52561,2020-01-01,Belgium,KaggleMart,Kaggle Getting Started,404
52562,2020-01-01,Belgium,KaggleMart,Kaggle Recipe Book,362
52563,2020-01-01,Belgium,KaggleMart,Kaggle for Kids: One Smart Goose,536
52564,2020-01-01,Belgium,KaggleRama,Kaggle Advanced Techniques,174
52565,2020-01-01,Belgium,KaggleRama,Kaggle Getting Started,147
52566,2020-01-01,Belgium,KaggleRama,Kaggle Recipe Book,111
52567,2020-01-01,Belgium,KaggleRama,Kaggle for Kids: One Smart Goose,205
52568,2020-01-01,France,KaggleMart,Kaggle Advanced Techniques,470
52569,2020-01-01,France,KaggleMart,Kaggle Getting Started,355
52570,2020-01-01,France,KaggleMart,Kaggle Recipe Book,307
52571,2020-01-01,France,KaggleMart,Kaggle for Kids: One Smart Goose,450
52572,2020-01-01,France,KaggleRama,Kaggle Advanced Techniques,142
52573,2020-01-01,France,KaggleRama,Kaggle Getting Started,128
52574,2020-01-01,France,KaggleRama,Kaggle Recipe Book,105
52575,2020-01-01,France,KaggleRama,Kaggle for Kids: One Smart Goose,150
52576,2020-01-01,Germany,KaggleMart,Kaggle Advanced Techniques,478
52577,2020-01-01,Germany,KaggleMart,Kaggle Getting Started,456
52578,2020-01-01,Germany,KaggleMart,Kaggle Recipe Book,400
52579,2020-01-01,Germany,KaggleMart,Kaggle for Kids: One Smart Goose,605
52580,2020-01-01,Germany,KaggleRama,Kaggle Advanced Techniques,185
52581,2020-01-01,Germany,KaggleRama,Kaggle Getting Started,155
52582,2020-01-01,Germany,KaggleRama,Kaggle Recipe Book,142
52583,2020-01-01,Germany,KaggleRama,Kaggle for Kids: One Smart Goose,201
52584,2020-01-01,Italy,KaggleMart,Kaggle Advanced Techniques,378
52585,2020-01-01,Italy,KaggleMart,Kaggle Getting Started,293
52586,2020-01-01,Italy,KaggleMart,Kaggle Recipe Book,247
52587,2020-01-01,Italy,KaggleMart,Kaggle for Kids: One Smart Goose,436
52588,2020-01-01,Italy,KaggleRama,Kaggle Advanced Techniques,133
52589,2020-01-01,Italy,KaggleRama,Kaggle Getting Started,92
52590,2020-01-01,Italy,KaggleRama,Kaggle Recipe Book,92
52591,2020-01-01,Italy,KaggleRama,Kaggle for Kids: One Smart Goose,145
52592,2020-01-01,Poland,KaggleMart,Kaggle Advanced Techniques,193
52593,2020-01-01,Poland,KaggleMart,Kaggle Getting Started,157
52594,2020-01-01,Poland,KaggleMart,Kaggle Recipe Book,129
52595,2020-01-01,Poland,KaggleMart,Kaggle for Kids: One Smart Goose,207
52596,2020-01-01,Poland,KaggleRama,Kaggle Advanced Techniques,68
52597,2020-01-01,Poland,KaggleRama,Kaggle Getting Started,51
52598,2020-01-01,Poland,KaggleRama,Kaggle Recipe Book,45
52599,2020-01-01,Poland,KaggleRama,Kaggle for Kids: One Smart Goose,73
52600,2020-01-01,Spain,KaggleMart,Kaggle Advanced Techniques,303
52601,2020-01-01,Spain,KaggleMart,Kaggle Getting Started,262
52602,2020-01-01,Spain,KaggleMart,Kaggle Recipe Book,202
52603,2020-01-01,Spain,KaggleMart,Kaggle for Kids: One Smart Goose,328
52604,2020-01-01,Spain,KaggleRama,Kaggle Advanced Techniques,97
52605,2020-01-01,Spain,KaggleRama,Kaggle Getting Started,81
52606,2020-01-01,Spain,KaggleRama,Kaggle Recipe Book,68
52607,2020-01-01,Spain,KaggleRama,Kaggle for Kids: One Smart Goose,117
52608,2020-01-02,Belgium,KaggleMart,Kaggle Advanced Techniques,452
52609,2020-01-02,Belgium,KaggleMart,Kaggle Getting Started,333
52610,2020-01-02,Belgium,KaggleMart,Kaggle Recipe Book,303
52611,2020-01-02,Belgium,KaggleMart,Kaggle for Kids: One Smart Goose,501
52612,2020-01-02,Belgium,KaggleRama,Kaggle Advanced Techniques,143
52613,2020-01-02,Belgium,KaggleRama,Kaggle Getting Started,130
52614,2020-01-02,Belgium,KaggleRama,Kaggle Recipe Book,102
52615,2020-01-02,Belgium,KaggleRama,Kaggle for Kids: One Smart Goose,177
52616,2020-01-02,France,KaggleMart,Kaggle Advanced Techniques,439
52617,2020-01-02,France,KaggleMart,Kaggle Getting Started,342
52618,2020-01-02,France,KaggleMart,Kaggle Recipe Book,307
52619,2020-01-02,France,KaggleMart,Kaggle for Kids: One Smart Goose,488
52620,2020-01-02,France,KaggleRama,Kaggle Advanced Techniques,153
52621,2020-01-02,France,KaggleRama,Kaggle Getting Started,130
52622,2020-01-02,France,KaggleRama,Kaggle Recipe Book,110
52623,2020-01-02,France,KaggleRama,Kaggle for Kids: One Smart Goose,164
52624,2020-01-02,Germany,KaggleMart,Kaggle Advanced Techniques,508
52625,2020-01-02,Germany,KaggleMart,Kaggle Getting Started,395
52626,2020-01-02,Germany,KaggleMart,Kaggle Recipe Book,312
52627,2020-01-02,Germany,KaggleMart,Kaggle for Kids: One Smart Goose,551
52628,2020-01-02,Germany,KaggleRama,Kaggle Advanced Techniques,151
52629,2020-01-02,Germany,KaggleRama,Kaggle Getting Started,127
52630,2020-01-02,Germany,KaggleRama,Kaggle Recipe Book,98
52631,2020-01-02,Germany,KaggleRama,Kaggle for Kids: One Smart Goose,185
52632,2020-01-02,Italy,KaggleMart,Kaggle Advanced Techniques,469
52633,2020-01-02,Italy,KaggleMart,Kaggle Getting Started,366
52634,2020-01-02,Italy,KaggleMart,Kaggle Recipe Book,343
52635,2020-01-02,Italy,KaggleMart,Kaggle for Kids: One Smart Goose,513
52636,2020-01-02,Italy,KaggleRama,Kaggle Advanced Techniques,150
52637,2020-01-02,Italy,KaggleRama,Kaggle Getting Started,129
52638,2020-01-02,Italy,KaggleRama,Kaggle Recipe Book,108
52639,2020-01-02,Italy,KaggleRama,Kaggle for Kids: One Smart Goose,179
52640,2020-01-02,Poland,KaggleMart,Kaggle Advanced Techniques,462
52641,2020-01-02,Poland,KaggleMart,Kaggle Getting Started,418
52642,2020-01-02,Poland,KaggleMart,Kaggle Recipe Book,334
52643,2020-01-02,Poland,KaggleMart,Kaggle for Kids: One Smart Goose,527
52644,2020-01-02,Poland,KaggleRama,Kaggle Advanced Techniques,158
52645,2020-01-02,Poland,KaggleRama,Kaggle Getting Started,126
52646,2020-01-02,Poland,KaggleRama,Kaggle Recipe Book,114
52647,2020-01-02,Poland,KaggleRama,Kaggle for Kids: One Smart Goose,171
52648,2020-01-02,Spain,KaggleMart,Kaggle Advanced Techniques,504
52649,2020-01-02,Spain,KaggleMart,Kaggle Getting Started,369
52650,2020-01-02,Spain,KaggleMart,Kaggle Recipe Book,285
52651,2020-01-02,Spain,KaggleMart,Kaggle for Kids: One Smart Goose,509
52652,2020-01-02,Spain,KaggleRama,Kaggle Advanced Techniques,154
52653,2020-01-02,Spain,KaggleRama,Kaggle Getting Started,118
52654,2020-01-02,Spain,KaggleRama,Kaggle Recipe Book,109
52655,2020-01-02,Spain,KaggleRama,Kaggle for Kids: One Smart Goose,169
52656,2020-01-03,Belgium,KaggleMart,Kaggle Advanced Techniques,452
52657,2020-01-03,Belgium,KaggleMart,Kaggle Getting Started,353
52658,2020-01-03,Belgium,KaggleMart,Kaggle Recipe Book,310
52659,2020-01-03,Belgium,KaggleMart,Kaggle for Kids: One Smart Goose,485
52660,2020-01-03,Belgium,KaggleRama,Kaggle Advanced Techniques,154
52661,2020-01-03,Belgium,KaggleRama,Kaggle Getting Started,127
52662,2020-01-03,Belgium,KaggleRama,Kaggle Recipe Book,95
52663,2020-01-03,Belgium,KaggleRama,Kaggle for Kids: One Smart Goose,171
52664,2020-01-03,France,KaggleMart,Kaggle Advanced Techniques,470
52665,2020-01-03,France,KaggleMart,Kaggle Getting Started,329
52666,2020-01-03,France,KaggleMart,Kaggle Recipe Book,283
52667,2020-01-03,France,KaggleMart,Kaggle for Kids: One Smart Goose,491
52668,2020-01-03,France,KaggleRama,Kaggle Advanced Techniques,158
52669,2020-01-03,France,KaggleRama,Kaggle Getting Started,121
52670,2020-01-03,France,KaggleRama,Kaggle Recipe Book,100
52671,2020-01-03,France,KaggleRama,Kaggle for Kids: One Smart Goose,185
52672,2020-01-03,Germany,KaggleMart,Kaggle Advanced Techniques,445
52673,2020-01-03,Germany,KaggleMart,Kaggle Getting Started,371
52674,2020-01-03,Germany,KaggleMart,Kaggle Recipe Book,267
52675,2020-01-03,Germany,KaggleMart,Kaggle for Kids: One Smart Goose,498
52676,2020-01-03,Germany,KaggleRama,Kaggle Advanced Techniques,165
52677,2020-01-03,Germany,KaggleRama,Kaggle Getting Started,126
52678,2020-01-03,Germany,KaggleRama,Kaggle Recipe Book,109
52679,2020-01-03,Germany,KaggleRama,Kaggle for Kids: One Smart Goose,175
52680,2020-01-03,Italy,KaggleMart,Kaggle Advanced Techniques,494
52681,2020-01-03,Italy,KaggleMart,Kaggle Getting Started,369
52682,2020-01-03,Italy,KaggleMart,Kaggle Recipe Book,301
52683,2020-01-03,Italy,KaggleMart,Kaggle for Kids: One Smart Goose,478
52684,2020-01-03,Italy,KaggleRama,Kaggle Advanced Techniques,137
52685,2020-01-03,Italy,KaggleRama,Kaggle Getting Started,128
52686,2020-01-03,Italy,KaggleRama,Kaggle Recipe Book,107
52687,2020-01-03,Italy,KaggleRama,Kaggle for Kids: One Smart Goose,173
52688,2020-01-03,Poland,KaggleMart,Kaggle Advanced Techniques,467
52689,2020-01-03,Poland,KaggleMart,Kaggle Getting Started,380
52690,2020-01-03,Poland,KaggleMart,Kaggle Recipe Book,329
52691,2020-01-03,Poland,KaggleMart,Kaggle for Kids: One Smart Goose,466
52692,2020-01-03,Poland,KaggleRama,Kaggle Advanced Techniques,141
52693,2020-01-03,Poland,KaggleRama,Kaggle Getting Started,120
52694,2020-01-03,Poland,KaggleRama,Kaggle Recipe Book,103
52695,2020-01-03,Poland,KaggleRama,Kaggle for Kids: One Smart Goose,167
52696,2020-01-03,Spain,KaggleMart,Kaggle Advanced Techniques,477
52697,2020-01-03,Spain,KaggleMart,Kaggle Getting Started,363
52698,2020-01-03,Spain,KaggleMart,Kaggle Recipe Book,286
52699,2020-01-03,Spain,KaggleMart,Kaggle for Kids: One Smart Goose,488
52700,2020-01-03,Spain,KaggleRama,Kaggle Advanced Techniques,156
52701,2020-01-03,Spain,KaggleRama,Kaggle Getting Started,127
52702,2020-01-03,Spain,KaggleRama,Kaggle Recipe Book,108
52703,2020-01-03,Spain,KaggleRama,Kaggle for Kids: One Smart Goose,176
52704,2020-01-04,Belgium,KaggleMart,Kaggle Advanced Techniques,517
52705,2020-01-04,Belgium,KaggleMart,Kaggle Getting Started,359
52706,2020-01-04,Belgium,KaggleMart,Kaggle Recipe Book,326
52707,2020-01-04,Belgium,KaggleMart,Kaggle for Kids: One Smart Goose,505
52708,2020-01-04,Belgium,KaggleRama,Kaggle Advanced Techniques,167
52709,2020-01-04,Belgium,KaggleRama,Kaggle Getting Started,133
52710,2020-01-04,Belgium,KaggleRama,Kaggle Recipe Book,113
52711,2020-01-04,Belgium,KaggleRama,Kaggle for Kids: One Smart Goose,202
52712,2020-01-04,France,KaggleMart,Kaggle Advanced Techniques,464
52713,2020-01-04,France,KaggleMart,Kaggle Getting Started,373
52714,2020-01-04,France,KaggleMart,Kaggle Recipe Book,306
52715,2020-01-04,France,KaggleMart,Kaggle for Kids: One Smart Goose,541
52716,2020-01-04,France,KaggleRama,Kaggle Advanced Techniques,163
52717,2020-01-04,France,KaggleRama,Kaggle Getting Started,130
52718,2020-01-04,France,KaggleRama,Kaggle Recipe Book,111
52719,2020-01-04,France,KaggleRama,Kaggle for Kids: One Smart Goose,193
52720,2020-01-04,Germany,KaggleMart,Kaggle Advanced Techniques,471
52721,2020-01-04,Germany,KaggleMart,Kaggle Getting Started,380
52722,2020-01-04,Germany,KaggleMart,Kaggle Recipe Book,314
52723,2020-01-04,Germany,KaggleMart,Kaggle for Kids: One Smart Goose,509
52724,2020-01-04,Germany,KaggleRama,Kaggle Advanced Techniques,173
52725,2020-01-04,Germany,KaggleRama,Kaggle Getting Started,133
52726,2020-01-04,Germany,KaggleRama,Kaggle Recipe Book,102
52727,2020-01-04,Germany,KaggleRama,Kaggle for Kids: One Smart Goose,188
52728,2020-01-04,Italy,KaggleMart,Kaggle Advanced Techniques,477
52729,2020-01-04,Italy,KaggleMart,Kaggle Getting Started,375
52730,2020-01-04,Italy,KaggleMart,Kaggle Recipe Book,326
52731,2020-01-04,Italy,KaggleMart,Kaggle for Kids: One Smart Goose,532
52732,2020-01-04,Italy,KaggleRama,Kaggle Advanced Techniques,162
52733,2020-01-04,Italy,KaggleRama,Kaggle Getting Started,129
52734,2020-01-04,Italy,KaggleRama,Kaggle Recipe Book,111
52735,2020-01-04,Italy,KaggleRama,Kaggle for Kids: One Smart Goose,184
