Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Resolved Address,Name,Info,Conditions
"Kolkata,West Bengal,India",01/01/2019,11.0,24.1,16.9,10.2,67.37,,9.2,,231.17,,0.0,0.0,0.0,1.7,0.0,1018.9,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",01/02/2019,12.0,26.0,18.4,10.9,64.31,,9.2,,221.71,,0.0,0.0,0.0,1.9,1.1,1018.6,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",01/03/2019,11.0,25.0,17.8,10.4,66.2,,6.9,,165.88,,0.0,0.0,0.0,1.5,0.0,1019.2,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",01/04/2019,11.0,24.1,17.2,9.7,64.89,,9.2,,140.25,,0.0,0.0,0.0,1.5,0.0,1019.7,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",01/05/2019,10.0,25.0,17.2,10.3,66.25,,11.4,,231.54,9.6,0.0,0.0,0.0,1.8,1.8,1018.0,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",01/06/2019,12.0,26.0,18.5,10.9,64.39,,8.1,,245.83,,0.0,0.0,0.0,2.1,0.0,1016.1,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",01/07/2019,12.0,27.0,19.1,11.7,66.0,26.7,9.2,,154.42,,0.0,0.0,0.0,1.8,0.0,1014.3,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",01/08/2019,13.9,25.1,18.8,12.0,67.1,,9.2,,170.54,,0.0,0.0,0.0,1.9,0.0,1014.1,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",01/09/2019,13.0,24.1,18.4,12.0,68.5,,6.9,,195.52,,0.0,0.0,0.0,1.9,1.0,1015.5,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",01/10/2019,12.0,24.1,18.0,11.4,67.87,,8.1,,78.83,,0.0,0.0,0.0,1.8,0.0,1016.3,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",01/11/2019,11.0,24.1,17.2,9.7,65.17,,10.3,,184.54,,0.0,0.0,0.0,1.7,0.0,1016.9,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",01/12/2019,12.0,25.1,17.8,11.4,68.67,,9.2,,187.54,,0.0,0.0,0.0,1.7,0.0,1016.7,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
